esfera;modalide;autorida;tipo_instrumento_juridico;numero_emenda;ano_emenda;codigo_siafi;codigo_sigcon_entrada;valor_indicado;valor_repassado;formula;objeto;funcao_governo;orgao_executor
FEDERAL;Emenda Individual;ALÊ SILVA;Transferência Especial;39040009;2021;9318756;TE - 202139040009 - PCMG;300000,0;300000,0;300000,0;Aquisição de armamento e equipamentos para a Polícia Civil localizada no município de Ipatinga/MG.;SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;EROS BIONDINI;Transferência Especial;27590003;2021;9318759;TE - 202127590003 - PCMG;100000,0;100000,0;100000,0;Aquisição de viatura descaracterizada, mobiliários e equipamentos de informática para a Polícia Civil localizada no município de Barbacena/MG.;SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;EROS BIONDINI;Convênio;27590004;2021;9319190;915227/2021;500000,0;500000,0;500000,0;Criação de unidades fabris para fabricação de concertinas, telas, alambrados e mourões de concreto em unidades prisionais no Estado de Minas Gerais.;SEGURANCA PUBLICA;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA
FEDERAL;Emenda Individual;LINCOLN PORTELA;Convênio;35950009;2021;9319191;920475/2021;100000,0;86458,57;86458,57;Modernizar a frota veículos da Superintendência de Inteligência e Integração da Informação visando à redução dos custos de manutenção, da idade média, do índice de indisponibilidade da frota, aumentando a capacidade operacional da atividade de inteligência e atuação integrada.;SEGURANCA PUBLICA;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA
FEDERAL;Emenda Individual;STEFANO AGUIAR;Convênio;29240007;2021;9319439;921447/2021;134026,35;353626,29000000004;353626,29000000004;Implantar salas para realização de escutas especializadas e depoimentos especiais, por meio da estruturação de Delegacias de Polícia de Minas Gerais;SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;TIAGO MITRAUD;Convênio;41330004;2021;9319439;921447/2021;391145,7;353626,29000000004;0,0;Implantar salas para realização de escutas especializadas e depoimentos especiais, por meio da estruturação de Delegacias de Polícia de Minas Gerais;SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;CHARLLES EVANGELISTA;Convênio;39400003;2021;9321263;919052/2021;100000,0;0,0;0,0;Fomentar o projeto Moradia Primeiro, fortalecendo a rede de atendimento da população em situação de rua.;ASSISTENCIA SOCIAL;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL
FEDERAL;Emenda de Relator;RELATOR GERAL;Portaria;81000792;2021;9321265;3968/2021;500000,0;500000,0;500000,0;Receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;EMIDINHO MADEIRA;Convênio;39760005;2021;9322361;909791/2021;490000,0;490000,0;490000,0;Apoio ao desenvolvimento da cadeia da apicultura no estado de Minas Gerais.;AGRICULTURA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUÁRIA E ABASTECIMENTO
FEDERAL;Emenda Individual;LEONARDO MONTEIRO;Convênio;14030008;2021;9324187;911389/2021;458400,0;458247,61;458247,61;Adquirir Patrulhas Agrícolas Mecanizadas;AGRICULTURA;EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda de Bancada;BANCADA DE MINAS GERAIS;Convênio;71140018;2021;9324188;916827/2021 ;8984809,99;8370847,97;8370847,97;Adquirir e distribuir sementes para pequenos e médios produtores rurais no Estado de Minas Gerais.;AGRICULTURA;EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;LEONARDO MONTEIRO;Convênio;14030013;2021;9324189;911951/2021 ;100275,0;100275,0;100275,0;Equipamentos Agrícolas;AGRICULTURA;EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;EMIDINHO MADEIRA;Convênio;39760005;2021;9324191;909792/2021;525250,0;525250,0;525250,0;Adquirir e disponibilizar doses de sêmen bovino para utilização dos Pequenos e Médios Produtores Rurais no desenvolvimento do setor pecuário.;AGRICULTURA;EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;MISAEL VARELLA;Convênio;37310001;2021;9325287;911570/2021;191000,0;191000,0;191000,0;Aquisição de veículo e notebooks para apoio a estruturação da EMATER-MG;AGRICULTURA;EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;LEONARDO MONTEIRO;Convênio;14030001;2021;9325288;919060/2021;300000,0;300000,0;300000,0;Aquisição de Sementes, Insumos e barracas de feira livre para apoio desenvolvimento de processos produtivos de agricultores em municípios do Estado de Minas Gerais.;AGRICULTURA;EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;PINHEIRINHO;Portaria;40570001;2021;9325906;3255/2021;200000,0;200000,0;200000,0;habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;CABO JUNIO AMARAL;Portaria;39240007;2021;9326076;2871/2021;40000,0;40000,0;40000,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;REGINALDO LOPES;Portaria;14110005;2021;9326077;3163/2021;270000,0;270000,0;270000,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;VILSON DA FETAEMG;Portaria;41760005;2021;9326078;2532/2021;100000,0;100000,0;100000,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;VILSON DA FETAEMG;Portaria;41760005;2021;9326079;2542/2021;1080000,0;1680000,0;1680000,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;CABO JUNIO AMARAL;Portaria;39240007;2021;9326079;2542/2021;600000,0;1680000,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;CABO JUNIO AMARAL;Portaria;39240007;2021;9326080;2755/2021;360000,0;765000,0;765000,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;PADRE JOÃO;Portaria;27640009;2021;9326080;2755/2021;405000,0;765000,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;REGINALDO LOPES;Portaria;14110005;2021;9326082;3036/2021;300000,0;880000,0;880000,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;LUCAS GONZALEZ;Portaria;41570002;2021;9326082;3036/2021;250000,0;880000,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;ALÊ SILVA;Portaria;39040012;2021;9326082;3036/2021;330000,0;880000,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;TIAGO MITRAUD;Portaria;41330002;2021;9327367;202142324-5;18642,8;0,0;0,0;Equipamentos e mobiliário para cozinha;EDUCACAO;SECRETARIA DE ESTADO DE EDUCAÇÃO
FEDERAL;Emenda Individual;TIAGO MITRAUD;Portaria;41330002;2021;9327368;202140567-6;211873,66;0,0;0,0;Adquirir mobiliário escolar - ensino fundamental;EDUCACAO;SECRETARIA DE ESTADO DE EDUCAÇÃO
FEDERAL;Emenda Individual;TIAGO MITRAUD;Portaria;41330002;2021;9327369;202142090-5;95406,68;0,0;0,0;Adquirir equipamentos de cozinha - ensino fundamental;EDUCACAO;SECRETARIA DE ESTADO DE EDUCAÇÃO
FEDERAL;Emenda Individual;TIAGO MITRAUD;Portaria;41330002;2021;9327370;202140568-5;196973,37;0,0;0,0;Adquirir equipamentos tecnológicos;EDUCACAO;SECRETARIA DE ESTADO DE EDUCAÇÃO
FEDERAL;Emenda Individual;TIAGO MITRAUD;Portaria;41330002;2021;9327447;202142199-5;316336,75;0,0;0,0;Adquirir equipamentos de cozinha - ensino fundamental;EDUCACAO;SECRETARIA DE ESTADO DE EDUCAÇÃO
FEDERAL;Emenda Individual;TIAGO MITRAUD;Portaria;41330008;2021;9331994;202140342-5;246921,6;0,0;0,0;Adquirir equipamentos de cozinha - ensino fundamental;EDUCACAO;SECRETARIA DE ESTADO DE EDUCAÇÃO
FEDERAL;Emenda Individual;SUBTENENTE GONZAGA;Transferência Especial;29940004;2022;9337380;TE - 202229940004 - EPAMIG;100000,0;100000,0;100000,0;Transferência Especial para aquisição de Estações Meteorológicas através da EPAMIG.;AGRICULTURA;EMPRESA DE PESQUISA AGROPECUÁRIA DE MINAS GERAIS
FEDERAL;Emenda Individual;ROGÉRIO CORREIA;Transferência Especial;40640002;2022;9337382;TE - 202240640002 - EPAMIG;100000,0;100000,0;100000,0;Transferência Especial para Aquisição de placas de energia fotovoltaicas e instalação na sede da EPAMIG em BH;AGRICULTURA;EMPRESA DE PESQUISA AGROPECUÁRIA DE MINAS GERAIS
FEDERAL;Emenda Individual;DR. FREDERICO;Transferência Especial;39600002;2022;9340397;TE - 202239600002 - PCMG;200000,0;200000,0;200000,0;Transferência Especial para aquisição de veículo e equipamentos de TI para a PCMG;SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;MÁRIO HERINGER;Transferência Especial;14050001;2022;9340398;TE - 202214050001 - PCMG;100000,0;100000,0;100000,0;Transferência Especial para aquisição de viatura descaracterizada para operações investigativas da Delegacia de Manhuaçu, e equipamentos de informática.;SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;ZÉ SILVA;Convênio;27690014;2021;9340452;918311/2021;100000,0;100000,0;100000,0;Proteção de nascente e cercamento de nascente do Córrego Conceição na Vila Conceição na zona rural do município de Riachinho.;EDUCACAO;FUNDAÇÃO EDUCACIONAL CAIO MARTINS
FEDERAL;Emenda de Relator;RELATOR GERAL;Convênio;81000652;2021;9340589;917058/2021;257850,0;257053,26;257053,26;Patrulha Agrícola Mecanizada;AGRICULTURA;EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;ÁUREA CAROLINA;Convênio;39160013;2021;9341289;915417/2021;473331,0;473331,0;473331,0;Registro e Proteção das Comunidades Tradicionais;CULTURA;INSTITUTO ESTADUAL DO PATRIMÔNIO HISTÓRICO E ARTÍSTICO DE MINAS GERAIS
FEDERAL;Emenda Individual;PINHEIRINHO;Convênio;40570003;2021;9341516;915416/2021;250000,0;0,0;0,0;Recuperação de parte do telhado da Igreja da Boa Viagem;CULTURA;INSTITUTO ESTADUAL DO PATRIMÔNIO HISTÓRICO E ARTÍSTICO DE MINAS GERAIS
FEDERAL;Emenda de Bancada;BANCADA DE MINAS GERAIS;Portaria;71140013;2022;9342615;812/2022;67773,0;67773,0;67773,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda de Bancada;BANCADA DE MINAS GERAIS;Portaria;71140013;2022;9342645;747/2022;7117707,0;7117707,0;7117707,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário da Média e Alta Complexidade ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;ROGÉRIO CORREIA;Convênio;40640011;2021;9342915;915953/2021;114600,0;112654,8;112654,8;Aquisição de Máquinas e Equipamentos;AGRICULTURA;EMPRESA DE PESQUISA AGROPECUÁRIA DE MINAS GERAIS
FEDERAL;Emenda Individual;DIMAS FABIANO;Transferência Especial;27550001;2022;9342916;TE - 202227550001 - PCMG;340000,0;340000,0;340000,0;Transferência Especial para aquisição de veículo, armamento e equipamentos permanentes para a PCMG.;SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;DOMINGOS SÁVIO;Portaria;27560002;2022;9344029;811/2022;500000,0;900000,0;900000,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento  temporário ao custeio dos Serviços de Atenção  Especializada á Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;EROS BIONDINI;Portaria;27590011;2022;9344029;811/2022;200000,0;900000,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento  temporário ao custeio dos Serviços de Atenção  Especializada á Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;FRANCO CARTAFINA;Portaria;39900005;2022;9344029;811/2022;200000,0;900000,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento  temporário ao custeio dos Serviços de Atenção  Especializada á Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;DIMAS FABIANO;Portaria;27550002;2022;9344030;742/2022;285000,0;23147865,0;23147865,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário da Média e Alta Complexidade ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;DR. FREDERICO;Portaria;39600008;2022;9344030;742/2022;1771088,0;23147865,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário da Média e Alta Complexidade ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;EDUARDO BARBOSA;Portaria;31860002;2022;9344030;742/2022;1000000,0;23147865,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário da Média e Alta Complexidade ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;EUCLYDES PETTERSEN;Portaria;39780003;2022;9344030;742/2022;206946,0;23147865,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário da Média e Alta Complexidade ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;GREYCE ELIAS;Portaria;41000003;2022;9344030;742/2022;150000,0;23147865,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário da Média e Alta Complexidade ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;LEONARDO MONTEIRO;Portaria;14030001;2022;9344030;742/2022;200000,0;23147865,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário da Média e Alta Complexidade ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;MARCELO ARO;Portaria;37140005;2022;9344030;742/2022;100000,0;23147865,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário da Média e Alta Complexidade ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;MÁRIO HERINGER;Portaria;14050004;2022;9344030;742/2022;500000,0;23147865,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário da Média e Alta Complexidade ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;MISAEL VARELLA;Portaria;37310014;2022;9344030;742/2022;3258342,0;23147865,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário da Média e Alta Complexidade ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;PADRE JOÃO;Portaria;27640003;2022;9344030;742/2022;300000,0;23147865,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário da Média e Alta Complexidade ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;PATRUS ANANIAS;Portaria;14080006;2022;9344030;742/2022;595711,0;23147865,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário da Média e Alta Complexidade ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;PINHEIRINHO;Portaria;40570003;2022;9344030;742/2022;500000,0;23147865,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário da Média e Alta Complexidade ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;REGINALDO LOPES;Portaria;14110007;2022;9344030;742/2022;772661,0;23147865,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário da Média e Alta Complexidade ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;RODRIGO DE CASTRO;Portaria;24880004;2022;9344030;742/2022;500000,0;23147865,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário da Média e Alta Complexidade ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;STEFANO AGUIAR;Portaria;29240021;2022;9344030;742/2022;209969,0;23147865,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário da Média e Alta Complexidade ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;STEFANO AGUIAR;Portaria;29240023;2022;9344030;742/2022;12598148,0;23147865,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário da Média e Alta Complexidade ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;ZÉ SILVA;Portaria;27690016;2022;9344030;742/2022;200000,0;23147865,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário da Média e Alta Complexidade ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda de Relator;RELATOR GERAL;Portaria;81000311;2022;9344032;1415/2022 ;300000,0;300000,0;300000,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada á Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;ZÉ SILVA;Convênio;27690019;2021;9344036;919449/2021;100000,0;61126,0;61126,0;Implantação de apiários para produção e coleta de mel, apoiando agricultores familiares.;EDUCACAO;FUNDAÇÃO EDUCACIONAL CAIO MARTINS
FEDERAL;Emenda Individual;JÚLIO DELGADO;Transferência Especial;36820006;2022;9344048;TE - 202236820006 - PCMG;200000,0;200000,0;200000,0;Estruturação de unidades e aquisição de equipamentos para a PCMG;SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;CABO JUNIO AMARAL;Transferência Especial;39240007;2022;9344051;TE - 202239240007 - CBMMG;500000,0;500000,0;500000,0;Transferência Especial para estruturação das Unidades do CBMMG;SEGURANCA PUBLICA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda de Relator;RELATOR GERAL;Portaria;81000311;2022;9344062;1684/2022 ;300000,0;300000,0;300000,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada á Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;CABO JUNIO AMARAL;Transferência Especial;39240007;2022;9344110;TE - 202239240007 - SEJUSP;300000,0;300000,0;300000,0;Transferência Especial destinada para aquisições de equipamentos para a polícia penal.;SEGURANCA PUBLICA;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA
FEDERAL;Emenda Individual;EMIDINHO MADEIRA;Convênio;39760001;2022;9344115;927375/2022;890000,0;889996,83;889996,83;Aquisição de doses de sêmen para disponibilização e utilização dos Pequenos e Médios Produtores Rurais visando o melhoramento genético do rebanho bovino.;AGRICULTURA;EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda de Relator;RELATOR GERAL;Portaria;81000311;2022;9344187;2087/2022;12774000,0;12774000,0;12774000,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;PATRUS ANANIAS;Convênio;14080003;2022;9344189;928431/2022;100000,0;0,0;0,0;Construção do Perfil dos acadêmicos e do ensino técnico cotistas da UNIMONTES e IFNMG e fomento a ações educacionais sobre as Desigualdades Educacionais Sociais por cor ou raça no Estado de Minas Gerais.;EDUCACAO;UNIVERSIDADE ESTADUAL DE MONTES CLAROS
FEDERAL;Emenda de Relator;RELATOR GERAL;Portaria;81000311;2022;9344201;1451/2022;10711466,0;10411466,0;10411466,0;Habilita o Estado, o Município e Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada á saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;JÚLIO DELGADO;Transferência Especial;36820006;2022;9344203;TE - 202236820006 - CBMMG;350000,0;350000,0;350000,0; Recurso destinado para estruturação de unidade do CBMMG em Juiz de Fora;SEGURANCA PUBLICA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;RODRIGO PACHECO;Transferência Especial;41400009;2021;9344620;TE - 202141400009 - SEMAD;2100000,0;2100000,0;2100000,0;Transferência Especial para  custeio de ações de Proteção Animal  ;AGRICULTURA;SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL
FEDERAL;Emenda Individual;ALÊ SILVA;Transferência Especial;39040001;2022;9344730;TE - 202239040001 - SEJUSP (1);300000,0;300000,0;300000,0;Aquisição de viatura de transporte canino para o DEPEN;SEGURANCA PUBLICA;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA
FEDERAL;Emenda Individual;SUBTENENTE GONZAGA;Transferência Especial;29940005;2022;9344732;TE - 202229940005 - CBMMG;379682,0;379682,0;379682,0;Aquisição de Equipamentos de Proteção Individual para Bombeiros Militares;SEGURANCA PUBLICA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;RODRIGO PACHECO;Transferência Especial;41400006;2022;9344733;TE - 202241400006 - CBMMG;500000,0;500000,0;500000,0; Reforma da edificação do Pelotão de Emergências Ambientais e Desastres (PEMAD) e construção do Centro de Capacitação Permanente “D.PEDRO II” (CCP) – ambos localizados em Juiz de Fora.;SEGURANCA PUBLICA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;SUBTENENTE GONZAGA;Transferência Especial;29940002;2022;9344842;TE - 202229940002 - CBMMG;1000000,0;1000000,0;1000000,0;Transferência Especial para aquisição de viaturas e equipamentos de bombeiros.;SEGURANCA PUBLICA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
